sentence	sentence_type
Quel est le trajet optimal pour aller à La Gouesnière-Cancale depuis Cognac ?	to_from
Quel est le trajet optimal pour aller à Pompey depuis Noizay ?	to_from
Quel est le trajet optimal pour aller à Bretigny-Norges depuis La Mothe-St-Héray ?	to_from
Quel est le trajet optimal pour aller à Gazinet-Cestas depuis Rouffach ?	to_from
Quel est le trajet optimal pour aller à Mauves-sur-Loire depuis Noyon ?	to_from
Quel est le trajet optimal pour aller à Rolleville depuis Laboissière-le-Déluge ?	to_from
Quel est le trajet optimal pour aller à Cherbourg depuis St-Saturnin-d'Avignon ?	to_from
Quel est le trajet optimal pour aller à Épierre-St-Léger depuis Montendre ?	to_from
Quel est le trajet optimal pour aller à Lancey depuis Mehun-sur-Yèvre ?	to_from
Quel est le trajet optimal pour aller à Pont-de-Lignon depuis Aiguebelette-le-Lac ?	to_from
Quel est le trajet optimal pour aller à Le Puy-en-Velay depuis Erdre-Active ?	to_from
Quel est le trajet optimal pour aller à Pons depuis Annecy ?	to_from
Quel est le trajet optimal pour aller à Arvant depuis Tricot ?	to_from
Quel est le trajet optimal pour aller à St-Martin-le-Beau depuis Morez ?	to_from
Quel est le trajet optimal pour aller à Bénesse-Maremne depuis Beslé ?	to_from
Quel est le trajet optimal pour aller à St-Léon-sur-l'Isle depuis Tournay ?	to_from
Quel est le trajet optimal pour aller à Ste-Eulalie-Carbon-Blanc depuis Damiatte-St-Paul ?	to_from
Quel est le trajet optimal pour aller à Lillers depuis Dercy-Froidmont ?	to_from
Quel est le trajet optimal pour aller à La Chaussée-St-Victor depuis Casino-Lacroix-Laval ?	to_from
Quel est le trajet optimal pour aller à Balagny-St-Épin depuis Dommartin-Remiencourt ?	to_from
Quel est le trajet optimal pour aller à Anor depuis Beillant ?	to_from
Quel est le trajet optimal pour aller à Busigny depuis Petit-Croix ?	to_from
Quel est le trajet optimal pour aller à Chalais depuis Strasbourg-Ville ?	to_from
Quel est le trajet optimal pour aller à Champs-St-Bris depuis Dingé ?	to_from
Quel est le trajet optimal pour aller à Réaumont-St-Cassien depuis Nevers-Le Banlay ?	to_from
Quel est le trajet optimal pour aller à Givet depuis Poligny ?	to_from
Quel est le trajet optimal pour aller à La Membrolle-sur-Choisille depuis Bonneville ?	to_from
Quel est le trajet optimal pour aller à Aulnat-Aéroport depuis Bréauté-Beuzeville ?	to_from
Quel est le trajet optimal pour aller à Montdauphin-Guillestre depuis Mont-Louis-La Cabanasse ?	to_from
Quel est le trajet optimal pour aller à Chantilly-Gouvieux depuis Yutz ?	to_from
Quel est le trajet optimal pour aller à Château-Thierry depuis Kerhuon ?	to_from
Quel est le trajet optimal pour aller à Uchaud depuis Chamousset ?	to_from
Quel est le trajet optimal pour aller à St-Mathurin depuis St-Junien ?	to_from
Quel est le trajet optimal pour aller à Compiègne depuis Siorac-en-Périgord ?	to_from
Quel est le trajet optimal pour aller à Dieulouard depuis St-Erme ?	to_from
Quel est le trajet optimal pour aller à Cahors depuis Pontrieux ?	to_from
Quel est le trajet optimal pour aller à Les Houches depuis St-Clair-les-Roches ?	to_from
Quel est le trajet optimal pour aller à Pauillac depuis Dachstein ?	to_from
Quel est le trajet optimal pour aller à La Teste depuis Najac ?	to_from
Quel est le trajet optimal pour aller à Le Bugue depuis Margut-Fromy ?	to_from
Quel est le trajet optimal pour aller à Le Bosquet depuis Quédillac ?	to_from
Quel est le trajet optimal pour aller à Pau depuis Thiviers ?	to_from
Quel est le trajet optimal pour aller à Chirac depuis La Celle-Corrèze ?	to_from
Quel est le trajet optimal pour aller à Bornel-Belle-Église depuis Lérouville ?	to_from
Quel est le trajet optimal pour aller à Le Valdahon Camp Militaire depuis Fourmies ?	to_from
Quel est le trajet optimal pour aller à Dercy-Froidmont depuis Quimperlé ?	to_from
Quel est le trajet optimal pour aller à Pouzauges depuis Chanac ?	to_from
Quel est le trajet optimal pour aller à Guillerval depuis Harfleur-Halte ?	to_from
Quel est le trajet optimal pour aller à St-Christophe depuis St-Victurnien ?	to_from
Quel est le trajet optimal pour aller à Lavoûte-sur-Loire depuis Rumilly ?	to_from
Quel est le trajet optimal pour aller à Villefranche-sur-Mer depuis Basse-Ham ?	to_from
Quel est le trajet optimal pour aller à Charleville-Mézières depuis Étampes ?	to_from
Quel est le trajet optimal pour aller à Château-du-Loir depuis Picquigny ?	to_from
Quel est le trajet optimal pour aller à Phalempin depuis Vandières ?	to_from
Quel est le trajet optimal pour aller à La Chaux-des-Crotenay depuis Avignon-Centre ?	to_from
Quel est le trajet optimal pour aller à St-Georges-d'Aurac depuis Dardilly-le-Jubin ?	to_from
Quel est le trajet optimal pour aller à Erstein depuis Évron ?	to_from
Quel est le trajet optimal pour aller à Pons depuis St-Jean-de-Maurienne-Arvan ?	to_from
Quel est le trajet optimal pour aller à Beillant depuis Fleurville-Pont-de-Vaux ?	to_from
Quel est le trajet optimal pour aller à Grésy-sur-Isère depuis Chemillé ?	to_from
Quel est le trajet optimal pour aller à Cannes depuis Russ-Hersbach ?	to_from
Quel est le trajet optimal pour aller à Paris depuis Meymac ?	to_from
Quel est le trajet optimal pour aller à Chirac depuis Loos-en-Gohelle ?	to_from
itinéraire de voyage de Olonne-sur-Mer vers Estrées-St-Denis	from_to
itinéraire de voyage de Torpes-Boussières vers Ychoux	from_to
itinéraire de voyage de La Verrière vers Blainville-Damelevières	from_to
itinéraire de voyage de Fontenoy-sur-Moselle vers Busseau-sur-Creuse	from_to
itinéraire de voyage de Jarnac vers Keskastel	from_to
itinéraire de voyage de Porté-Puymorens vers Le Coteau	from_to
itinéraire de voyage de Bischoffsheim vers Wattignies-Templemars	from_to
itinéraire de voyage de St-Victor-Thizy vers Ste-Anne	from_to
itinéraire de voyage de St-Patrice vers Maintenon	from_to
itinéraire de voyage de Avranches vers La Ferté-Bernard	from_to
itinéraire de voyage de Mirecourt vers Pessac	from_to
itinéraire de voyage de Vern vers Pleyber-Christ	from_to
itinéraire de voyage de Corcy vers Peillon-Ste-Thècle	from_to
itinéraire de voyage de La Jonchère vers Alet-les-Bains	from_to
itinéraire de voyage de Dettwiller vers Terrasson	from_to
itinéraire de voyage de Noeux-les-Mines vers Forbach	from_to
itinéraire de voyage de Nesle vers Montfort-sur-Meu	from_to
itinéraire de voyage de Chambéry-Challes-les-Eaux vers Les Cauquillous	from_to
itinéraire de voyage de Staffelfelden vers Selles-sur-Cher	from_to
itinéraire de voyage de Pont-du-Casse vers Thuès	from_to
itinéraire de voyage de Urçay vers Rieux-Angicourt	from_to
itinéraire de voyage de Belfort vers Dourdan	from_to
itinéraire de voyage de Trégonneau-Squiffiec vers Montlaur	from_to
itinéraire de voyage de Les Cabannes vers Ossun	from_to
itinéraire de voyage de Lamagistère vers St-Georges-de-Commiers	from_to
itinéraire de voyage de Ebersheim vers Bouzonville	from_to
itinéraire de voyage de St-Rome-de-Cernon vers Le Cailar	from_to
itinéraire de voyage de Buzy-en-Béarn vers Vesoul	from_to
itinéraire de voyage de Rosières-aux-Salines vers Gardonne	from_to
itinéraire de voyage de La Gorp vers Reuilly	from_to
itinéraire de voyage de Bellenaves vers Châtillon-d'Azergues	from_to
itinéraire de voyage de Miramas vers Rosult	from_to
itinéraire de voyage de Joué-lès-Tours vers Vimy	from_to
itinéraire de voyage de Joigny vers Courcelles-le-Comte	from_to
itinéraire de voyage de Decize vers Chartres	from_to
itinéraire de voyage de Mouans-Sartoux vers Les Quatre-Roues	from_to
itinéraire de voyage de Cassis vers Châteauneuf-Bujaleuf	from_to
itinéraire de voyage de Aubigny-au-Bac vers La Hisse	from_to
itinéraire de voyage de Poligny vers Montfort-le-Gesnois	from_to
itinéraire de voyage de Portet-St-Simon vers Ustaritz	from_to
itinéraire de voyage de La Gorp vers Belle-Isle-Bégard	from_to
itinéraire de voyage de Rivesaltes vers St-Laurent	from_to
itinéraire de voyage de St-Étienne-Châteaucreux vers Moosch	from_to
itinéraire de voyage de Landévant vers Chauny	from_to
itinéraire de voyage de Igney vers Nortkerque	from_to
itinéraire de voyage de Morcenx vers Crépy-Couvron	from_to
itinéraire de voyage de Razac vers Fouilloy	from_to
itinéraire de voyage de Chasse-sur-Rhône vers Masseret	from_to
itinéraire de voyage de Dégagnac vers La Baule-Escoublac	from_to
itinéraire de voyage de Chagny vers Don-Sainghin	from_to
itinéraire de voyage de Bergues vers Parsac-Gouzon	from_to
itinéraire de voyage de Éloyes vers Bains-les-Bains	from_to
itinéraire de voyage de Pagny-sur-Meuse vers Les Moutiers-en-Retz	from_to
itinéraire de voyage de Pauillac vers Audruicq	from_to
itinéraire de voyage de Corbehem vers Breuil-Romain	from_to
itinéraire de voyage de Le Méridien vers Fréteval-Morée	from_to
itinéraire de voyage de Béziers vers Laigneville	from_to
itinéraire de voyage de Château-du-Loir vers Breitenbach	from_to
itinéraire de voyage de Vivonne vers Les Abrets-Fitilieu	from_to
itinéraire de voyage de La Grave-d'Ambarès-Gare-Inférieure vers Crissé	from_to
itinéraire de voyage de La Gorp vers St-Amand-de-Vendôme	from_to
itinéraire de voyage de Ronchin vers Estressin	from_to
itinéraire de voyage de Montrabé vers Saulon	from_to
itinéraire de voyage de Flers vers Fontenoy-sur-Moselle	from_to
itinéraire de voyage de Fontan-Saorge vers Les Bardys	from_to
itinéraire de voyage de Baraqueville-Carcenac-Peyralès vers Cattenières	from_to
itinéraire de voyage de Urt vers Hombourg-Haut	from_to
itinéraire de voyage de Tournemire-Roquefort vers Sarrance	from_to
itinéraire de voyage de Cognac vers Lauterbourg	from_to
itinéraire de voyage de Pont-d'Ardres vers Varilhes	from_to
itinéraire de voyage de Liancourt-Rantigny vers Tassin	from_to
itinéraire de voyage de Héricourt vers Andelot	from_to
itinéraire de voyage de Salses vers Cantin	from_to
itinéraire de voyage de Strasbourg-Ville vers Dombasle-sur-Meurthe	from_to
itinéraire de voyage de Coucy-lès-Eppes vers Macau	from_to
itinéraire de voyage de St-Jory vers Tonneins	from_to
itinéraire de voyage de St-Mesmin vers Roquesérière	from_to
itinéraire de voyage de Autun vers Cluses	from_to
itinéraire de voyage de Beaune vers Dissay	from_to
itinéraire de voyage de Monsempron-Libos vers St-Gaudens	from_to
itinéraire de voyage de Cagnes-sur-Mer vers Urt	from_to
itinéraire de voyage de La Tour-de-Salvagny vers Carry-le-Rouet	from_to
itinéraire de voyage de Baccarat vers Pamiers	from_to
itinéraire de voyage de Rouffach vers Le Teich	from_to
itinéraire de voyage de Béna-Fanes vers La Chapelle-Centre	from_to
itinéraire de voyage de Armentières vers Jassonneix	from_to
itinéraire de voyage de Toulouse vers Chabenet	from_to
itinéraire de voyage de Chasse-sur-Rhône vers Donzère	from_to
itinéraire de voyage de Nerpuy vers Reuilly	from_to
itinéraire de voyage de Lamanon vers Croix-l'Allumette	from_to
itinéraire de voyage de Mussidan vers Grandvilliers	from_to
itinéraire de voyage de Lesparre vers Cavaillon	from_to
itinéraire de voyage de Novéant vers Fontaines-Mercurey	from_to
itinéraire de voyage de Santenay-les-Bains vers Milly-sur-Thérain	from_to
itinéraire de voyage de Auboué vers Montrichard	from_to
itinéraire de voyage de Corbie vers Moosch	from_to
itinéraire de voyage de Viviez-Decazeville vers Marquillies	from_to
itinéraire de voyage de Longpont vers Noeux-les-Mines	from_to
itinéraire de voyage de Xertigny vers Lubersac	from_to
itinéraire de voyage de Marquillies vers Chamonix-Aiguille du Midi	from_to
Comment puis-je atteindre Thourotte en partant de Pouilly-sur-Loire ?	to_from
Comment puis-je atteindre Longpré-les-Corps-Saints en partant de Montpaon ?	to_from
Comment puis-je atteindre Ancy-sur-Moselle en partant de Orchamps ?	to_from
Comment puis-je atteindre Barsac en partant de Castillon ?	to_from
Comment puis-je atteindre St-Germain-sur-Ille en partant de Aubusson ?	to_from
Comment puis-je atteindre Croix-l'Allumette en partant de Lafarge ?	to_from
Comment puis-je atteindre Nice en partant de Menton ?	to_from
Comment puis-je atteindre Annecy en partant de Mamirolle ?	to_from
Comment puis-je atteindre Montrabé en partant de Ria ?	to_from
Comment puis-je atteindre Coursan en partant de Chessy ?	to_from
Comment puis-je atteindre Clisson en partant de L'Hôpital-du-Grosbois ?	to_from
Comment puis-je atteindre Servon en partant de Brignais ?	to_from
Comment puis-je atteindre St-Aigulin-La Roche-Chalais en partant de St-Hilaire-Brizambourg ?	to_from
Comment puis-je atteindre Rosheim en partant de Pont-de-l'Arche ?	to_from
Comment puis-je atteindre Rouessé-Vassé en partant de Nogent-sur-Vernisson ?	to_from
Comment puis-je atteindre Rosheim en partant de Bigny ?	to_from
Comment puis-je atteindre Landivisiau en partant de Cambo-les-Bains ?	to_from
Comment puis-je atteindre Niolon en partant de Franois ?	to_from
Comment puis-je atteindre Niversac en partant de Gardanne ?	to_from
Comment puis-je atteindre La Hisse en partant de Royan ?	to_from
Comment puis-je atteindre Ailly-sur-Noye en partant de La Roche-Maurice ?	to_from
Comment puis-je atteindre Cerbère en partant de Ogeu-les-Bains ?	to_from
Comment puis-je atteindre Angoulins-sur-Mer en partant de La Clayette-Baudemont ?	to_from
Comment puis-je atteindre Crest en partant de Homécourt ?	to_from
Comment puis-je atteindre Donchery en partant de Rosult ?	to_from
Comment puis-je atteindre Rolleville en partant de Poix-de-Picardie ?	to_from
Comment puis-je atteindre Couzon-au-Mont-d'Or en partant de Martigues ?	to_from
Comment puis-je atteindre Chorges en partant de Ste-Gauburge ?	to_from
Comment puis-je atteindre Pont-de-Briques en partant de Blangy-sur-Bresle ?	to_from
Comment puis-je atteindre Les Deux Jumeaux en partant de Argenton-sur-Creuse ?	to_from
Comment puis-je atteindre Hazebrouck en partant de Kerhuon ?	to_from
Comment puis-je atteindre Villefranche-du-Périgord en partant de St-Savinien-sur-Charente ?	to_from
Comment puis-je atteindre La Marche en partant de Mérenvielle ?	to_from
Comment puis-je atteindre Rognac en partant de Montélimar ?	to_from
Comment puis-je atteindre Chalonnes en partant de Marignac-St-Béat ?	to_from
Comment puis-je atteindre Magland en partant de Plougonver ?	to_from
Comment puis-je atteindre St-Cyr-les-Lècques-La Cadière en partant de Pers ?	to_from
Comment puis-je atteindre Niederbronn-les-Bains en partant de Sallanches-Combloux-Megève ?	to_from
Comment puis-je atteindre St-Égrève-St-Robert en partant de Viry-Noureuil ?	to_from
Comment puis-je atteindre Le Pallet en partant de Le Cendre-Orcet ?	to_from
Comment puis-je atteindre Pontmort en partant de Albias ?	to_from
Comment puis-je atteindre St-Césaire en partant de Beslé ?	to_from
Comment puis-je atteindre Clermont-Ferrand en partant de Longueil-Ste-Marie ?	to_from
Comment puis-je atteindre Baisieux en partant de Jarrie-Vizille ?	to_from
Comment puis-je atteindre Pagny-sur-Meuse en partant de Chanac ?	to_from
Comment puis-je atteindre Millau en partant de Fougeray-Langon ?	to_from
Comment puis-je atteindre Rosheim en partant de Anizy-Pinon ?	to_from
Comment puis-je atteindre La Jarrie en partant de Schirmeck-La Broque ?	to_from
Comment puis-je atteindre Couffoulens-Leuc en partant de Le Cellier ?	to_from
Comment puis-je atteindre Vienne en partant de Raon-l'Étape ?	to_from
Comment puis-je atteindre Hayange en partant de Virieu-le-Grand-Belley ?	to_from
Comment puis-je atteindre Aiguillon en partant de Le Grand-Jardin ?	to_from
Comment puis-je atteindre Ondres en partant de Aurillac ?	to_from
Comment puis-je atteindre Avord en partant de Aubagne ?	to_from
Comment puis-je atteindre Port-la-Nouvelle en partant de Les Rosiers-sur-Loire ?	to_from
Comment puis-je atteindre Rue en partant de Vaudagne ?	to_from
Comment puis-je atteindre Urmatt en partant de Mullerhof ?	to_from
Comment puis-je atteindre La Mothe-St-Héray en partant de Hayange ?	to_from
Comment puis-je atteindre Reichshoffen en partant de Fourmies ?	to_from
Comment puis-je atteindre Ste-Marthe-en-Provence en partant de Pont-de-Bois ?	to_from
Comment puis-je atteindre Maubeuge en partant de Avallon ?	to_from
Comment puis-je atteindre St-Mammès en partant de Cherbourg ?	to_from
Comment puis-je atteindre Bidarray-Pont-Noblia en partant de Tonnay-Charente ?	to_from
Comment puis-je atteindre Porté-Puymorens en partant de La Hutte-Coulombiers ?	to_from
Comment puis-je atteindre Carhaix en partant de Mazingarbe ?	to_from
Comment puis-je atteindre Noyal-Acigné en partant de La Coquille ?	to_from
Comment puis-je atteindre Hermes-Berthecourt en partant de Err ?	to_from
Comment puis-je atteindre Arvant en partant de Lathus ?	to_from
Comment puis-je atteindre Chamousset en partant de Vélines ?	to_from
Comment puis-je atteindre Bretteville-Norrey en partant de Angers-Maître-École ?	to_from
Comment puis-je atteindre Ruminghem en partant de Montmoreau ?	to_from
